,Dominant,Attempts,Duration,Time,AreaError,TimeTriangles_1,TimeTriangles_2,TimeTriangles_3,TimeTriangles_4,TimeTriangles_5,Distance,LeaveSurface,Side,TimeContact,ZeroVel,ZeroAcc
16,0.9696899027331813,-1.0,-0.8972546067356638,0.10673999402571076,-0.23499911233335927,0.1998533278795243,-0.016624278785643206,-0.19645655571928328,0.2764004539485052,0.1524264734417577,-0.0224219157592971,-0.21411843340695944,-0.41372837849387484,0.15229763991163314,-0.20478918622344877,-0.017064418404885384
295,0.9696899027331813,1.0,2.241627438932588,2.309133087457361,-0.7130208814511789,1.1827161966985582,4.974483317737878,2.7005026091877893,1.7743823241413221,0.8444989723014227,-0.28577088111327464,-0.1164503760634341,2.4170447375168496,2.403129793848982,3.030544142822239,3.0622207598688553
141,-1.0312575156051291,1.0,1.6811127879204,1.2998174844021777,-0.6804971079052016,1.5905237247282262,0.8545280172011711,0.9663951437287753,0.870380128451096,1.1054499145145364,0.02095007074860063,-0.21411843340695944,-0.41372837849387484,1.381270910517341,0.5277391146925557,1.449575040704564
165,-1.0312575156051291,1.0,0.4479805556935869,1.014322083401779,-0.17704607669482414,0.32295287407259676,0.6900550550823199,1.1557318085998307,1.1973192460064308,0.40946740153702016,-0.10390030285372144,-0.21411843340695944,2.4170447375168496,1.0873859979811933,0.00978981101457265,0.6498290396834472
85,-1.0312575156051291,-1.0,-0.8972546067356638,-0.19891880608226073,-0.33311044413243834,-0.04634576450662056,-0.20031655333186582,-0.07268447308357624,-0.47949521435920917,-0.30249516913954017,-0.3887479804423786,-0.21411843340695944,-0.41372837849387484,-0.1633390119272705,-0.7292128561974067,0.06448862775187336
123,0.9696899027331813,1.0,0.2237746952887118,0.007297775699728982,0.15109676250075674,1.2151023338514477,-0.10976402362598144,0.21186148612263833,-0.5319711867651341,-0.5306359928854676,0.04559894291950377,-0.21411843340695944,2.4170447375168496,0.04968617407037157,0.20309589042296292,-0.33801511618309665
15,-1.0312575156051291,1.0,-0.8972546067356638,-0.8402523754242486,0.4705868106869606,-0.6249458566261534,-0.6750705305041454,0.0028338081049932486,-0.9614455925083616,-1.1332881688760135,0.5383234440313052,-0.21411843340695944,-0.41372837849387484,-0.8272399245592109,-0.904020746188726,-0.9273016432512879
241,-1.0312575156051291,1.0,-0.11253409531860088,-1.2467281710700817,1.5337563027311538,-1.192589444634261,-1.3133734643901143,-1.3802975768730474,-1.0342905278876389,-0.2724050604934678,0.6683451475607006,-0.21411843340695944,-0.41372837849387484,-1.2499802492692929,-1.0399824384041967,-1.1930067291168562
135,0.9696899027331813,1.0,-0.44884288592591354,-0.018822991325989726,-0.5043368534745946,-0.01589312807927673,-0.06005253282826123,0.4903486720529791,-0.24179977356000326,0.1279463850517327,-0.05664208018385032,-0.21411843340695944,-0.41372837849387484,0.01800429291200965,0.37790378041428213,0.005296900702612936
206,0.9696899027331813,-1.0,-0.22463702552103845,-0.2387873452267786,-0.458599442271141,-0.669094123192779,-0.606694130522151,-0.38990453102753864,-0.9070708184693276,0.12607637829971688,0.08293953475569456,-0.1164503760634341,-0.41372837849387484,-0.26358615827910187,-0.0013091026356697741,-0.009172188131650615
